,id,elapsed_time,total_time,remaining_time,XG_2000,RF_50,LM_pred,Lasso
6254,63,4088880,6232860,2143980,2191587.75,2141451.6,600804199.413,2163299.33775
811,106,637560,1023180,385620,372104.6875,388210.8,639526.189636,615147.318197
2378,166,183600,1666080,1482480,1454996.875,1254936.0,1985647.86804,2220889.04646
3957,79,3487500,4151700,664200,636859.9375,843649.2,1788208.37561,1022337.12684
7969,2,2555640,2555640,0,102306.765625,199004.4,26877.4651489,-541039.734007
8253,220,2153340,2714040,560700,578008.875,502538.4,387686.352905,305440.632775
6279,18,22800,1779540,1756740,1786223.0,1719444.0,1182540.94525,1496185.73408
7248,213,2668680,3206820,538140,519353.4375,539340.0,0.0,438836.303815
4092,107,1270620,4991760,3721140,3455140.0,3731169.6,3484839.48486,3494812.45924
2908,142,2353500,7299960,4946460,4909741.5,4944224.4,5325862.63623,5253797.71321
6115,220,493800,2714040,2220240,2205578.0,2234332.8,2587378.86212,2452573.18927
8277,14,1017720,1327560,309840,322474.75,301693.2,817029.517883,291589.526309
1095,127,534540,599940,65400,85275.375,129447.6,111993.863892,222100.15921
1506,105,1314420,1314480,60,0.0,92054.4,355876.682983,145985.436381
6661,46,1783380,2027040,243660,12881.1054688,102560.4,523038.659851,42665.4792039
4878,156,2380080,2639280,259200,164227.015625,218702.4,473067.085144,-13469.685182
7311,24,1485300,1547520,62220,53828.3164062,86986.8,39759.4313965,152582.343028
6195,63,4046940,6232860,2185920,2180245.5,2189421.6,0.0,2164828.94458
2853,158,268740,2044680,1775940,1838539.875,1862041.2,2132887.22485,2483985.55052
1928,63,473940,6232860,5758920,5781549.5,5759444.4,5196785.47754,5790329.49424
933,66,824340,4817700,3993360,3613314.75,3958156.8,4633280.23987,4394451.58146
2174,94,198600,534480,335880,422364.9375,382201.2,1146908.50226,1441626.23117
7925,7,0,40380,40380,792893.1875,544384.8,1532426.92291,667484.958613
7966,209,716220,1091400,375180,351021.25,354141.6,2031463.39313,1783054.58737
7289,15,544080,1822860,1278780,1276824.125,1229666.4,1447083.1828,885193.843232
4113,163,95640,548880,453240,595974.0,607476.0,962582.640137,959642.265946
1089,72,406980,2385960,1978980,2060012.25,1979232.0,3526551.83844,3093963.71353
1880,111,1836060,3974400,2138340,2157290.75,2165428.8,1983293.90735,2186647.6342
395,53,19620,582540,562920,423436.9375,836864.4,1319334.47388,2049211.38708
2042,144,1292040,1807260,515220,512853.09375,487762.8,492743.277771,718750.046797
4973,135,3759180,5649480,1890300,1835504.125,1868977.2,1383069.66925,1713998.05014
1263,122,374700,861720,487020,487741.65625,547323.6,1325883.41711,771501.356128
6221,146,5396340,6670800,1274460,1264464.125,1310412.0,1508217.90308,1291053.73933
6084,204,151980,2567700,2415720,2402062.25,2402931.6,3279649.84167,3107288.21953
3594,199,48000,975720,927720,1493487.75,1645813.2,1756668.12701,2110330.62492
361,142,66300,7299960,7233660,7300013.5,7031540.4,4695924.77606,4249912.58952
6380,141,5365380,7406100,2040720,1905389.0,1971868.8,0.0,1978701.39581
8153,13,1844760,2525940,681180,664462.625,666222.0,0.0,822599.630223
5449,214,267900,341760,73860,183533.515625,213816.0,1355607.07605,775638.797209
5944,76,4999500,7552500,2553000,2544871.0,2559199.2,30441745505.9,2896136.04097
6562,32,117660,1205580,1087920,1043773.75,1001559.6,364230.075134,858558.090547
3261,130,1784820,3083940,1299120,1305092.625,1300861.2,0.0,1607041.20883
1602,123,0,3545820,3545820,3648501.25,3527718.0,3064228.82703,2736414.59666
1944,94,40380,534480,494100,346939.4375,602479.2,1721737.91284,1591722.59881
2134,134,654600,3656580,3001980,2962988.0,3043113.6,2291058.12915,1801348.37196
8805,13,2388000,2525940,137940,149300.90625,136730.4,12741132479.0,80717.77866
673,87,567660,1090800,523140,491885.34375,608404.8,986823.378601,777994.972927
5335,63,3208080,6232860,3024780,2990890.5,3052010.4,9002607061.01,2918221.55435
4533,107,1534200,4991760,3457560,3476042.5,3438938.4,2914832.68781,3327187.7098
2781,171,254460,435600,181140,142922.546875,290065.2,1445158.27765,1525791.08811
6730,5,242700,748200,505500,549383.625,563804.4,309686.568665,375847.826473
1463,146,1338000,6670800,5332800,5340274.5,5372785.2,4821721.91034,5186113.07654
821,127,164340,599940,435600,424224.40625,521536.8,276445.537354,801110.460808
8676,37,526560,736020,209460,214995.171875,209352.0,0.0,321182.417658
5000,71,3585720,3996240,410520,374363.09375,402105.6,20448667580.9,300882.359654
6936,204,998580,2567700,1569120,1621756.625,1563942.0,1209896.65204,1511323.03605
8495,40,0,163800,163800,916993.25,190357.2,904346.272095,436217.700837
1920,96,11460,2123400,2111940,2019845.5,2067024.0,1507901.33057,1655518.17114
8866,196,3192900,3281700,88800,92501.921875,93715.2,0.0,-69919.679009
1496,140,1207680,1300140,92460,49682.703125,81087.6,559485.553589,888912.595221
6874,151,3353580,3643800,290220,276728.15625,285505.2,0.0,204531.787281
763,142,436140,7299960,6863820,6998159.5,6865507.2,6322277.96918,6139389.30237
5552,169,664260,2190660,1526400,1449650.0,1510130.4,796923.530212,1314557.31161
5105,103,4113300,4719960,606660,596221.5625,611739.6,3644350528.53,779644.432491
6674,204,678780,2567700,1888920,2475499.75,2157052.8,1785573.07977,2355572.09277
5067,213,852900,3206820,2353920,2330507.75,2345137.2,1011170.76715,2384288.62071
5973,10,263820,979740,715920,717494.375,741182.4,852201.01062,496147.16044
1681,76,1468800,7552500,6083700,6086391.0,5738145.6,6429059.1806,6427364.52261
8746,162,4834680,4836120,1440,35042.625,180376.8,0.0,-279451.820904
4729,213,674940,3206820,2531880,2553045.0,2529853.2,2764621.09216,2530060.82447
862,76,724860,7552500,6827640,6842078.0,6828171.6,6369420.88629,6357448.58614
2688,96,651000,2123400,1472400,1358489.625,1335468.0,532948.658142,1148613.34795
6353,196,1209300,3281700,2072400,2084483.5,2072062.8,1955578.90704,2164233.81854
